,Game,Week,Road Closing Spread,Home Closing Spread
1825,OAK 24 @ SD 17,10,7,-7
1826,PIT 24 @ CIN 17,10,-3.5,3.5
1827,DEN 17 @ KC 10,10,3,-3
1828,JAC 17 @ IND 3,10,-3,3
1829,BUF 7 @ DAL 44,10,4.5,-4.5
1830,HOU 37 @ TB 9,10,-3.5,3.5
1831,TEN 30 @ CAR 3,10,3.5,-3.5
1832,WAS 9 @ MIA 20,10,4,-4
1833,NO 26 @ ATL 23,10,1,-1
1834,STL 13 @ CLE 12,10,2.5,-2.5
1835,BAL 17 @ SEA 22,10,-7,7
1836,DET 13 @ CHI 37,10,2.5,-2.5
1837,NYG 20 @ SF 27,10,4,-4
1838,NE 37 @ NYJ 16,10,2.5,-2.5
1839,ARI 21 @ PHI 17,10,13.5,-13.5
1840,MIN 7 @ GB 45,10,12.5,-12.5
1841,BAL 21 @ ATL 26,10,2,-2
1842,CIN 17 @ IND 23,10,7,-7
1843,HOU 24 @ JAC 31,10,0,0
1844,TEN 17 @ MIA 29,10,2,-2
1845,MIN 13 @ CHI 27,10,0,0
1846,DET 12 @ BUF 14,10,2,-2
1847,NYJ 26 @ CLE 20,10,-3,3
1848,CAR 16 @ TB 31,10,7,-7
1849,KC 29 @ DEN 49,10,0,0
1850,STL 20 @ SF 23,10,5,-5
1851,SEA 36 @ ARI 18,10,3,-3
1852,DAL 33 @ NYG 20,10,13,-13
1853,NE 39 @ PIT 26,10,4,-4
1854,PHI 59 @ WAS 28,10,-3,3
1855,CHI 6 @ SF 10,10,3,-3
1856,JAC 24 @ NYJ 22,10,7,-7
1857,DEN 17 @ WAS 27,10,-3,3
1858,CIN 18 @ PIT 12,10,7,-7
1859,BUF 17 @ TEN 41,10,8,-8
1860,DET 10 @ MIN 27,10,17,-17
1861,NO 28 @ STL 23,10,-14,14
1862,ATL 19 @ CAR 28,10,-1,1
1863,TB 23 @ MIA 25,10,10,-10
1864,KC 16 @ OAK 10,10,3,-3
1865,SEA 20 @ ARI 31,10,8,-8
1866,PHI 23 @ SD 31,10,1,-1
1867,DAL 7 @ GB 17,10,-3,3
1868,NE 34 @ IND 35,10,3,-3
1869,BAL 16 @ CLE 0,10,-11,11
1870,DEN 34 @ CLE 30,10,3,-3
1871,JAC 38 @ DET 14,10,-6,6
1872,TEN 21 @ CHI 14,10,-3,3
1873,BUF 10 @ NE 20,10,4,-4
1874,NO 20 @ ATL 34,10,2,-2
1875,STL 3 @ NYJ 47,10,10,-10
